Id,Threshold,Type
159,0.5221958318026804,1
160,0.02514580730047289,0
161,0.8228595261140846,0
162,0.08119891277128444,0
163,0.31861551460315196,0
164,0.9655619517648442,1
165,0.16114889697315782,0
166,0.2977557420708312,0
167,0.7413994293201405,0
168,0.027587654458737676,0
169,0.21244350337708107,1
170,0.7594630199721679,1
171,0.819724047142382,0
172,0.5234765977860928,0
173,0.5466743882441303,1
174,0.669712890703106,0
175,0.22101849378749228,1
176,0.1964026465506853,1
177,0.02747109208249643,1
178,0.35851553441381034,1
179,0.510045442918975,0
180,0.16709626370365438,1
181,0.14110583848185865,0
182,0.4345804081335124,0
183,0.47678879355838966,0
184,0.9498912901814136,1
185,0.8076306100747583,0
186,0.15432965858380976,0
187,0.4782333405017275,0
188,0.11036607435778367,0
189,0.493351256125778,0
190,0.7549896115181876,0
191,0.7417539586094287,0
192,0.841636462883397,1
193,0.8000551059130857,0
194,0.936965578177643,1
195,0.5426146678829572,0
196,0.5099309658362612,1
197,0.7532848691878219,0
198,0.6105882493372685,0
199,0.12782468222279142,0
200,0.8014710164867321,1
201,0.6603262144108835,1
202,0.3280310494972273,0
203,0.4818523685716205,0
204,0.6380348918531117,1
205,0.329898842421405,0
206,0.5212602250501525,0
207,0.20943886995645544,0
208,0.9635017657724515,0
209,0.49736376953550887,1
210,0.8348224783120953,1
211,0.7712482584559597,1
212,0.39235244001105996,1
213,0.16982590911882345,1
214,0.06444914206846686,0
215,0.9522621756202951,1
216,0.872949170214879,1
217,0.18190802868129996,1
218,0.2279072734553539,1
219,0.593924747415431,0
220,0.5004419663735661,1
221,0.63085163141053,1
222,0.266086521350551,0
223,0.9868809426760321,1
224,0.7767604696625685,0
225,0.1130096229515214,1
226,0.6909739966971937,0
227,0.3834273804497348,0
228,0.6259371939199102,0
229,0.08802645244408491,0
230,0.0975319106602105,1
231,0.5820009756654876,1
232,0.07902967018050355,1
233,0.8051096248407982,0
234,0.1955914828034545,0
235,0.8026954078175507,0
236,0.5096101552084176,1
237,0.6015187175468059,1
238,0.7173246259287297,1
239,0.210470627525995,1
240,0.42815729595587027,0
241,0.017431265262191742,1
242,0.9263327595596371,1
243,0.2879968186663533,1
244,0.48938901792446265,0
245,0.07077562665754333,1
246,0.8150470975141629,0
247,0.3091275944443864,0
248,0.44964705256796533,1
249,0.1858838491308784,1
250,0.7805762501276886,0
251,0.5192599769421175,0
252,0.182308154717865,0
253,0.3159724254340064,0
254,0.9340547643772852,1
255,0.39414660242630983,0
256,0.38673713944792054,0
257,0.05045980691673446,0
258,0.07138912250265295,1
259,0.45851038008773504,0
260,0.46761762102260385,0
261,0.1425065756837145,1
262,0.5348097673036932,0
263,0.37700656668110843,0
264,0.9464646761042307,1
265,0.34676983756996516,1
266,0.8898713816000692,0
267,0.2615837439599913,1
268,0.5101756016707759,1
269,0.3385639415673416,0
270,0.5121798878530522,1
271,0.5263145106610408,1
272,0.9980352030829542,0
273,0.49094228286556363,0
274,0.9575488513467353,1
275,0.43650723165816185,0
276,0.7923874494599433,1
277,0.47991156214139064,1
278,0.31822804342477096,0
279,0.015815660733173975,1
280,0.14721520119120712,1
281,0.5948313301905279,0
282,0.900939128405192,1
283,0.8950405561890865,1
284,0.6428550018172661,0
285,0.9421884341105174,1
286,0.0015490147773715712,1
287,0.3851453737410716,0
288,0.73345785669446,0
289,0.7409674222262139,0
290,0.9543398657745132,0
291,0.06747837556404701,0
292,0.599568785797032,0
293,0.37268813943331214,0
294,0.7949366554254792,0
295,0.7231698690503968,1
296,0.1772891613944434,0
297,0.5159191341142274,0
298,0.08943757318120626,1
299,0.08918304475271499,0
300,0.8596664599121926,0
301,0.4072239103014541,1
302,0.5790919902895808,0
303,0.6767305267619562,0
304,0.5813239066387114,1
305,0.7064350298582908,0
306,0.7952606686836311,0
307,0.8631055569186212,1
308,0.7802584735724989,0
309,0.09174307923764213,0
310,0.2801421517500564,0
311,0.9320284358438624,1
312,0.9869451494815314,1
313,0.4979340521867034,1
314,0.604101905663658,0
315,0.2473612347062255,0
316,0.14795604146780184,1
317,0.20291434201256653,1
318,0.11981778898272344,1
319,0.36088259353201935,1
320,0.705984925047215,1
321,0.11685047049436681,1
322,0.6752702506151353,0
323,0.31899036750819343,0
324,0.6097238758290084,1
325,0.01598445135979354,1
326,0.36403659192226134,0
327,0.09980132112031981,1
328,0.029479694078404117,1
329,0.5620292894796768,1
330,0.2131201023409024,0
331,0.07870216955197817,0
332,0.7904884251932086,0
333,0.5949308267839608,0
334,0.357368893253007,0
335,0.05928942599230491,1
336,0.5540509962333675,0
337,0.5255536393656954,1
338,0.7282108489134119,1
339,0.2870048907889218,1
340,0.07130934784817211,1
341,0.9933451263162022,1
342,0.40188545313764024,1
343,0.9325070734973365,1
344,0.1688875489422922,1
345,0.6160480565400714,0
346,0.2519569966906622,1
347,0.9361700142466637,1
348,0.7972128140396995,1
349,0.7988653910030281,0
350,0.449731014177817,0
351,0.437204646154455,1
352,0.1695955688362728,1
353,0.36479346628037146,1
354,0.35118196249296574,0
355,0.11626938760485583,1
356,0.9989948373339719,1
357,0.7137256546416806,1
358,0.8569092596301526,0
359,0.510287152847083,0
360,0.24184168729012268,1
361,0.25735578715006,1
362,0.156977710834858,1
363,0.0721965141360209,1
364,0.4866496637563631,0
365,0.4434133125038986,1
366,0.7649198448795874,0
367,0.07685855447850176,1
368,0.940802188799221,1
369,0.24764517020113452,1
370,0.420706532348307,0
371,0.9104540389499829,0
372,0.8351098085676142,0
373,0.6395607014915272,0
374,0.1928372377858958,0
375,0.5513180549909021,1
376,0.20635977218162072,0
377,0.9152564021366137,0
378,0.7248721400984082,1
379,0.30455172391850416,1
380,0.7164571282960636,1
381,0.8574764389305826,0
382,0.2948317373676401,1
383,0.5860263394707943,0
384,0.3974937357227395,1
385,0.17723708875172295,0
386,0.5670636694652869,0
387,0.05126978038224084,1
388,0.3276724416216835,1
389,0.8228906832957916,0
390,0.8095018550469313,1
391,0.11576626848002369,1
392,0.762853767990843,1
393,0.9766486112747825,1
394,0.29096193967919015,0
395,0.5288123059156727,1
396,0.6227994972064229,1
397,0.4896424041446309,1
398,0.21852245135639503,1
399,0.040449341792646254,0
400,0.1841400198329438,0
401,0.022075963175363755,0
402,0.6476163173978027,1
403,0.5233795739512839,0
404,0.9909899695907535,0
405,0.6572341211750328,1
406,0.8245155143553323,0
407,0.22932672243813856,0
408,0.4341167598104877,1
409,0.894038294549136,1
410,0.2666991464993924,0
411,0.9708468878319363,0
412,0.6290144308067163,1
413,0.8070801994457195,0
414,0.19681015903412769,0
415,0.25568744472709526,1
416,0.30949738551172457,0
417,0.9223866759623721,0
418,0.6092466296558519,0
419,0.7891185230666943,0
420,0.34354195651734776,0
421,0.47898122965302736,1
422,0.3648517159511475,1
423,0.052571537208322305,1
424,0.682213741338309,0
425,0.9652002392968803,1
426,0.7085548827973036,0
427,0.26787283424803054,0
428,0.7850506178514792,0
429,0.8829640211582371,0
430,0.34614691878224313,0
431,0.8011650218802773,1
432,0.6729074848321985,1
433,0.13184702889300748,0
434,0.24264328794612744,0
435,0.7050433122307961,1
436,0.267883214235215,0
437,0.4863446577139574,1
438,0.07933357309344347,0
439,0.42486533250740477,0
440,0.334239690561013,1
441,0.7600832297023002,0
442,0.3982038442464708,0
443,0.8233070938189445,0
444,0.001092127198046522,1
445,0.5768697199522654,0
446,0.44620169845500823,1
447,0.7750213334282042,1
448,0.09116244979393906,0
449,0.3926786312072583,0
450,0.8676066719265233,0
451,0.7573881727006339,1
452,0.04235346271123397,0
453,0.031229326236904775,0
454,0.5682999589041453,0
455,0.978938099970773,1
456,0.7254923758082921,1
457,0.49411753711880235,0
458,0.3603134138315649,0
459,0.012898565117262728,0
460,0.3691292196495669,0
461,0.43922361337912574,0
462,0.8970994745374048,0
463,0.5270920693855295,1
464,0.25950234229433555,1
465,0.5092675011032737,0
466,0.5083589983204366,0
467,0.5816812671274025,0
468,0.6795710514418117,1
469,0.25113587608095633,0
470,0.3568976843823233,1
471,0.016005656071002128,1
472,0.09185629271808782,1
473,0.8785846202571397,1
474,0.5444743679631917,0
475,0.4974249045565273,0
476,0.509865746852321,0
477,0.7238414922390408,0
478,0.8853278363716424,0
479,0.7071530866048041,0
480,0.905767909927607,1
481,0.13418949356914456,1
482,0.2491415270663292,0
483,0.728946919132792,1
484,0.05052260462182112,1
485,0.5771986420293473,1
486,0.25977217708925726,0
487,0.2841583472290955,1
488,0.16979798623747966,0
489,0.8151586684426607,1
490,0.007251862875465864,0
491,0.01956594181451432,1
492,0.5635583989433346,1
493,0.9813347462497738,1
494,0.34755399668576403,1
495,0.388869467667589,0
496,0.4450522949303476,0
497,0.9480935035230251,0
498,0.5529826941531831,1
499,0.9607971467598259,1
