user_id,user_id_str,user_name,friends,followers,statuses,created_at,protected,verified,location,description,news_source
585133927,"""585133927""",ptsamuels,154,102,3428,2012-05-19 22:08:15,False,False,United States,"Trying to run the good race, 2 Timothy, marrying the best girl in the world, and a huge sports fan! Go #royals Go #Celtics",cbsnews
1272751978045599744,"""1272751978045599744""",CDGWAHQ,160,375,91,2020-06-16 04:45:03,False,False,"Lakewood, WA",We facilitate public safety functions.  #CDGWA is a common defense organization.,cbsnews
23118118,"""23118118""",stevestrem,463,203,9757,2009-03-06 21:01:55,False,False,"Denver, Colorado, USA","Father, graphic designer, land paddler, metalhead and lover of all things related to craft beer.",cbsnews
14551329,"""14551329""",sunnyb,1017,548,5082,2008-04-26 20:49:02,False,False,"Chicago, IL",ray o light | visual strategist | @IFVP President | work @tgsservices | she/her/hers | living on the Council of the 3 🔥s & the Illinois Confederacy lands,cbsnews
350514958,"""350514958""",ArenaDean,394,542,4766,2011-08-07 22:18:15,False,False,"Massachusetts, USA",It is what it is,cbsnews
439366783,"""439366783""",OneViewAbove,227,102,6674,2011-12-17 17:55:43,False,False,"California, USA",I NEED YOUR HELP!!! SIGN AND SHARE AGAINST FALSE CHARGES!!   #5303683396 #email iamova2017@yahoo.com,cbsnews
34234289,"""34234289""",rcbarron,195,136,164,2009-04-22 10:07:57,False,False,Dallas TX,,cbsnews
1275899320311611392,"""1275899320311611392""",dandomingx,377,272,469,2020-06-24 21:11:30,False,False,Houston,Historian and Digital Scholar of Africa and the African Diaspora.,cbsnews
2187366014,"""2187366014""",Rielar1,623,331,208,2013-11-10 23:51:17,False,False,"California, USA",Someone that loves to play games and meet new people,cbsnews
41927629,"""41927629""",omar_rauf1,2387,322,2015,2009-05-22 23:36:02,False,False,"Salt Lake City, Utah, USA","Sharing stuff I read or stumble on the web: economics, entrepreneurship, politics, science, spirituality, sports; Lifelong student & wisdom seeker. @CivicUtah",cbsnews
1273570713006374918,"""1273570713006374918""",realNickandRuss,449,269,221,2020-06-18 10:58:23,False,False,"New Jersey, USA",#Podcast hosted by @nickholevas & @russell_smith Subscribe to our YouTube Channel: https://t.co/YVO6YRMQTZ,cbsnews
3604013417,"""3604013417""",alfysantillana,2109,342,26977,2015-09-10 01:12:02,False,False,"Miami, FL","POET, POLITICAL OBSERVER, SPIRITUAL ACTIVIST & EXPANSION ACTIVATOR.",cbsnews
470811546,"""470811546""",OwenOsully77,486,121,512,2012-01-22 05:26:28,False,False,"Buffalo, NY","Employee Benefits Consultant with Lawley Insurance headquartered in Buffalo, NY",cbsnews
202454134,"""202454134""",scarbone1,1002,144,17004,2010-10-14 02:19:50,False,False,"Dallas, TX",,cbsnews
1003096996520058880,"""1003096996520058880""",USales4,1220,269,2755,2018-06-03 02:12:15,False,False,"Georgia, USA","https://t.co/vU1RrH5GyN
MY Shop = check it out 

Always on the hunt for vintage treasures Collectibles, games, toys, legos, comics +",cbsnews
184946736,"""184946736""",marjmill,1443,173,1137,2010-08-30 21:48:29,False,False,New Orleans,"Educator, entrepreneur, follower of Jesus, mother of @robyn_paige and Herb",cbsnews
4814673773,"""4814673773""",YntmioRAY,1588,252,293,2016-01-15 13:59:55,False,False,"North Carolina, USA",Fuck bitches get Money #BirdGang🦅,cbsnews
38358810,"""38358810""",bobXcore,1606,657,13166,2009-05-07 03:34:13,False,False,Los Angeles,Sometimes the stuff I do is good.,cbsnews
1259955914741813249,"""1259955914741813249""",EdCarr92642029,408,308,959,2020-05-11 21:18:15,False,False,"Pittsburgh, PA",I’m Me!💯,cbsnews
1282764640909393920,"""1282764640909393920""",gaspa_papillon,2115,150,22,2020-07-13 19:51:48,False,False,"Columbus, Ohio🇺🇸",il n'est pas possible de regarder une societé comme ça c'est faire peur à des gens Tag Me if u want +1(614)432-2512 #Opozan toutan🗽,cbsnews
3035941264,"""3035941264""",HMHCarla,1133,264,1068,2015-02-14 03:00:48,False,False,"Tampa, FL",K-12 Digital Consultant #HMH #edtech #distancelearning and loving Mom ❤️,cbsnews
3081763248,"""3081763248""",nkiolb,1190,129,2353,2015-03-14 17:53:34,False,False,"Chicago, IL",Sleepy energy vampire; Chicago #zeitgang,cbsnews
1266348776396132352,"""1266348776396132352""",JimmyKeelin,398,101,369,2020-05-29 12:41:11,False,False,"Minnesota, USA","Husband, Dad, Papa, Biden 2020! Trump and the GOP are ruining this once wonderful country! Just joined Twitter in time for a pandemic. #Resist🌊🌊🌊",cbsnews
826659331709992960,"""826659331709992960""",SteveShuai,244,147,5888,2017-02-01 05:11:58,False,False,"New York, USA","“there have been tyrants and murderers, and for a time, they can seem invincible, but in the end, they always fall. Think of it--always.”",cbsnews
4745804838,"""4745804838""",JulieJo0787,760,131,432,2016-01-12 01:46:39,False,False,"Salt Lake City, UT",,cbsnews
784380689151963136,"""784380689151963136""",SocialMediaBoy6,1784,159,25,2016-10-07 13:11:44,False,False,"Illinois, USA",If you have questions or anything you need help/advice regarding on social media well ask me and I will help the best I can!,cbsnews
872519508,"""872519508""",mel_gallagher,501,180,460,2012-10-10 21:25:05,False,False,"Scottsdale, AZ","Midwest gal living in sunny Arizona. Real Estate. Wife. Mom of 3. Love to cook, golf, read and travel.",cbsnews
122259671,"""122259671""",GiftedDre,3370,345,14983,2010-03-12 03:49:15,False,False,"Illinois, Chicago","Im a Columbia College Chicago Alumni who works for CBS Radio and my spare time is an actor, does voice animations for cartoons and do comedy.....so what's up?",cbsnews
1090825605090705408,"""1090825605090705408""",DebraFlachner,1184,250,12166,2019-01-31 04:14:25,False,False,"California, USA",,cbsnews
1115591,"""1115591""",bgboi,172,132,1218,2007-03-13 21:00:43,False,False,"Boise, ID",,cbsnews
713285802,"""713285802""",theblondedomain,665,512,8270,2012-07-23 22:59:15,False,False,"Orange, CA","RN, BSN 💉 IG @theblondedomain",cbsnews
1199425188242317313,"""1199425188242317313""",entertained1is,1610,493,3320,2019-11-26 20:30:34,False,False,"Milwaukee, Wisconsin","Politics, Booze and More... AND I will vote for whoever wins the nomination. Also, President Obama followed my last account...but then I had to start over :(",cbsnews
1289687321705512961,"""1289687321705512961""",taneelfilesteel,610,441,33,2020-08-01 22:20:02,False,False,"Montana, USA",New account! Apsaalooke//Aaniiih//Nakoda ig: taneelfilesteel,cbsnews
15322944,"""15322944""",mannyrios,1109,331,6341,2008-07-05 03:14:55,False,False,"New York, NY, USA",The Widows Son & Reise-Tourer,cbsnews
782969493882544128,"""782969493882544128""",suzie_sze,165,436,6402,2016-10-03 15:44:09,False,False,"New Jersey, USA","Director & producer, fmr journalist,  mother, finder of all lost things.",cbsnews
342547468,"""342547468""",TalkGolden,3081,348,24964,2011-07-26 05:42:31,False,False,Houston,"BORN TO LIVE, HUSTLE TO BALL",cbsnews
46195860,"""46195860""",PongoHuston,818,218,2137,2009-06-10 19:08:00,False,False,"Chicago, IL",I HATE ALL HOAXES AND FRAUDS!,cbsnews
1289811272,"""1289811272""",Hackney_Alan,215,284,3892,2013-03-22 22:27:32,False,False,"Ohio, USA",,cbsnews
947998668015259648,"""947998668015259648""",DAKirk01,736,167,5921,2018-01-02 01:11:10,False,False,"Delaware, USA",Freelance writer and science-fiction junkie. Disagreement precedes progress. Contributor at @TrigTent and bylines for @ArcDigi and @ordinarytimemag.,cbsnews
1257721668325146624,"""1257721668325146624""",vaness_diaz,361,152,97,2020-05-05 17:20:01,False,False,"Oakland, CA",Trying to get my identity back! Aside from that I'm a part-time runner and full-time trash panda working at Microsoft - thoughts are my own yo!,cbsnews
259944530,"""259944530""",pantala71,874,175,1162,2011-03-02 22:30:46,False,False,"Scottsdale, AZ","Lover of wine and carbs.  Wannabe photographer, writer, and world traveler. Stalker of DMB. And a redhead...'nuff said.",cbsnews
1027045181563068418,"""1027045181563068418""",K_Omari1,1465,803,3519,2018-08-08 04:13:47,False,False,"Chicago, IL","God 1st |👌♦️EH Nupe |TSU |Chicago |22
Beats: https://t.co/eYxODnO5n3
IG: k_omari1",cbsnews
1271936286383845378,"""1271936286383845378""",TheTime28909746,1414,671,1585,2020-06-13 22:43:46,False,False,"Oklahoma, USA","If you cannot do great things, do small things in a great way.",cbsnews
1054691969337884673,"""1054691969337884673""",Joebroadyjourno,884,181,250,2018-10-23 11:12:15,False,False,"Worcester, England",Published Journalist|Film Snob| Podcast Host :@punditsaverage|Journalism Student:@worcester_uni|All views are my own.,cbsnews
8230412,"""8230412""",YogiFish,1596,406,840,2007-08-16 18:55:47,False,False,New York,Online Television Social  Community Broadcast Commentator,cbsnews
1267790218960175104,"""1267790218960175104""",BrutalityPics,1727,875,1821,2020-06-02 12:09:32,False,False,USA,You Shall Know The Truth ⚖️ & Truth ⚖️ Will Set You Free,cbsnews
2802326027,"""2802326027""",holawale30,554,124,47,2014-10-03 17:25:36,False,False,"New York, Brooklyn ",I’m here to make a new friend and fun am into 💛 I have not married yet,cbsnews
344953464,"""344953464""",DBablitch,2507,164,161,2011-07-29 21:03:21,False,False,"Milwaukee, WI",Packer and Brewer fan for life Proud dad of Alex. Lucky husband of Stephanie,cbsnews
3276243294,"""3276243294""",nili_adler,1710,203,3989,2015-07-11 16:27:18,False,False,"Fort Lauderdale, FL","I'm a messianic nonpartisan ,widow,mother,grandmother.
#AncientCivilizations #ForbiddenHistory #seventhsense #Americasbookofsecrets #undergroundsecret",cbsnews
968175789614215169,"""968175789614215169""",A1Texican,1605,172,665,2018-02-26 17:27:50,False,False,"Houston, TX","My #PresidentKenBone, the OG GND advocate, my hero. #QueenBarbara & #KingKhanna stan. A progressive, leftist, voter, a struggling chess player. #Biden2020",cbsnews
906324813525942272,"""906324813525942272""",AnaCasey16,1098,816,855,2017-09-09 01:14:09,False,False,"Norfolk, VA",🌊💦💧🐶Democrat 🗣Vote Blue Anti-Trump Love Dogs 🐶 Arts & Culture 😎DIY & Home 🎼 Classic Rock Humanitarian Literature #FBR 🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊,cbsnews
56505131,"""56505131""",LorenDarling7,571,132,169,2009-07-13 21:51:58,False,False,USA Midwest,#ONO | Single speed | Job Seeker | Collaboration. Adobe | SharePoint | I’d rather be outside!,cbsnews
1272226608032579584,"""1272226608032579584""",Sharob2020,2020,233,2053,2020-06-14 17:57:27,False,False,United States,"Observer, Seeker, All Sides Count, Balance, Soul Searcher and True Believer 🇱🇷 ✝️🇱🇷(Retweets “Do Not” Imply Endorsement)",cbsnews
23524182,"""23524182""",luv4u,1101,233,2840,2009-03-09 23:36:57,False,False,United States,HEALTHY MIND AND BODY,cbsnews
1268705690346012673,"""1268705690346012673""",GracePhDNurse,561,188,259,2020-06-05 00:46:31,False,False,New York City,"PhD nurse, simulationist, Associate Editor @ Simulation&Gaming, never been bored for a moment in my life. Views are my own. she/her",cbsnews
45279931,"""45279931""",revlauraucc,199,170,319,2009-06-07 04:03:42,False,False,"San Francisco, CA",,cbsnews
1283470612200120324,"""1283470612200120324""",janetbuhler3,1289,698,3835,2020-07-15 18:37:48,False,False,"Virginia, USA",#BLM#RESIST#PLANNEDPARENTHOOD #VOTEBLUE#LOVEONEANOTHER #CHERISHALLANIMALS #DOTHERIGHTTHING,cbsnews
922815133839249408,"""922815133839249408""",BlueVoyant,281,412,591,2017-10-24 13:20:47,False,False,"New York, NY",BlueVoyant is an expert-driven cybersecurity services company whose mission is to defend organizations of all sizes against today's sophisticated threats.,cbsnews
287058119,"""287058119""",HobeyJiranek,962,267,1065,2011-04-24 07:06:52,False,False,"Baltimore, MD",Retail @USLacrosse. Former sports writer @DailyProgress. Proprietor @GuruSportsMedia. @univofthesouth C’14. Fan: @memgrizz - @Orioles - @Redskins -@Wolves,cbsnews
748253574518423552,"""748253574518423552""",thegr8ambini,710,427,408,2016-06-29 20:35:28,False,False,"Michigan, USA",I play lots of video games and love to draw! That's all you need to know :),cbsnews
760641995018690560,"""760641995018690560""",chad_brantley72,542,143,523,2016-08-03 01:02:38,False,False,"Kansas City, MO",Just a guy living and loving life in the City of Fountains! Go Chiefs!!!,cbsnews
2929327330,"""2929327330""",lenny1065,1270,195,3922,2014-12-18 10:02:57,False,False,"Michigan, USA",voting is your duty,cbsnews
21153502,"""21153502""",aaronolver,1346,886,947,2009-02-18 00:55:44,False,False,"Madison, WI","Managing Director of @UWMadisonURP. Lover of books, food, wine, and startups. Order varies by day.",cbsnews
1273442128883040257,"""1273442128883040257""",frank_owsley,490,106,616,2020-06-18 02:27:27,False,False,"Nashville, TN","Catholic, Southerner, Agrarian, Traditionalist, Conservative, Wandervogel, 11th generation Southerner",cbsnews
1265290459535949824,"""1265290459535949824""",carol_barlow69,264,153,429,2020-05-26 14:35:52,False,False,California’s Central Coast,Free spirit and lifelong Democrate who believes we are #StrongerTogether! #Resist #BLM #WearAMask #VoteBlueToSaveAmerica #FBR 🌊 Please 🚫 DMs!,cbsnews
181839313,"""181839313""",_marivelle,368,246,17593,2010-08-23 05:04:34,False,False,"Texas, USA",I won’t apologize for my naïveté. #RattPack,cbsnews
4883998720,"""4883998720""",therealadonisg,349,311,1741,2016-02-07 05:34:22,False,False,Georgia,ig: adonisjgibson,cbsnews
2211777703,"""2211777703""",emeliaastone,106,137,257,2013-11-24 03:20:29,False,False,"Missouri, USA",support black lives matter,cbsnews
77144066,"""77144066""",claudhop7,569,225,2269,2009-09-25 05:40:02,False,False,"Orlando, FL",“Knowing that we can be loved exactly as we are gives us all the best opportunity for growing into the healthiest people.”-Mr. Rogers 👞👞,cbsnews
791567533190950912,"""791567533190950912""",Slade4Dustin,1658,781,413,2016-10-27 09:09:41,False,False,"Austin, TX",m4a and decolonize my soul,cbsnews
1283896019734990848,"""1283896019734990848""",breezymarie18,276,118,399,2020-07-16 22:47:29,False,False,"New York, USA",Navel-gazing detritus. Things I find amusing or important. Occasional insights. Photos & videos. Obsessed with my cats.,cbsnews
2295074574,"""2295074574""",MrData516,432,364,1426,2014-01-16 22:01:58,False,False,United States,"Just another guy on Twitter. Nerd stuff, news, movies, sports and more....",cbsnews
964549618322337792,"""964549618322337792""",SwanCitySwans,428,190,1532,2018-02-16 17:18:44,False,False,"Orlando, FL",,cbsnews
279686533,"""279686533""",Neels330,587,304,9043,2011-04-09 20:05:35,False,False,"New York, USA",This is the way,cbsnews
353823157,"""353823157""",traversj_,329,170,177,2011-08-12 17:56:06,False,False,United States,"cute, ugly and quickly dying",cbsnews
1136270185512472576,"""1136270185512472576""",rucker_tamera,276,110,282,2019-06-05 13:54:57,False,False,"Alabama, USA","I am an instructional coach for one of the best districts in the world, Selma City Schools. I love God, my family, and educating children.",cbsnews
65348708,"""65348708""",applefacebri,1330,557,429,2009-08-13 12:14:49,False,False,Iowa,"Dubuque Democratic Socialist, Medicare for All Activist, Service Worker, Precariat, t1d, ICCI Action member, Bernie Bro, she/her",cbsnews
1242836627908681736,"""1242836627908681736""",elevating_fs,2208,328,18,2020-03-25 15:32:27,False,False,United States,A podcast that teaches funeral service providers how to stand out from the competition by offering families more value and the best customer experience.,cbsnews
3243417318,"""3243417318""",Montrose_1969,2771,276,1579,2015-06-12 17:01:31,False,False,Alabama-Parris Island-Texas ,"🎭1st God, Family & Country 
🎭USMC MSgt Ret🇺🇸
🎭Married
🎭🕺🏽& 💃🏽
🎭🏋🏽
🎭🦂",cbsnews
493873793,"""493873793""",shijie808,262,317,137,2012-02-16 08:46:57,False,False,"Honolulu, Hi",新浪微博账号@诗姐八美国政治 和 @诗姐计划美好人生 请关注，谢谢！,cbsnews
867362725894246400,"""867362725894246400""",PatrckHoff,837,327,1211,2017-05-24 12:52:43,False,False,"Boston, MA","Global finance reporter, Fastinform. Previously: @CRBJ, @DailyHampGaz, @MDCollegian. Alumnus of @umassjournalism. ✉️: patrick.hoff@fastinform.com",cbsnews
760592852841861120,"""760592852841861120""",sisnelij,1066,108,4770,2016-08-02 21:47:22,False,False,"Vermont, USA","👩🏼‍🦰Mom of 3 .:. Nature Enthusiast .:. I love my family, God & Im thankful for each day .:. DV Warrior & Advocate 🌻",cbsnews
1023235144641986560,"""1023235144641986560""",freeusaquotes,1948,281,11736,2018-07-28 15:54:04,False,False,"Texas, USA",#Business #digitalmarketingspecialist #facebookad #googlead #youtubead #boostcharger,cbsnews
1021986087391174658,"""1021986087391174658""",TheJusticeFolk,1540,146,4995,2018-07-25 05:10:45,False,False,United States,"Traveller||Blogger||Travel Journalist|| Political Analyst || Fiance || Music Enthusiastic!
#Trump2020
#MAGA
#ModiBhakt",cbsnews
203900547,"""203900547""",gfreese12,656,673,2196,2010-10-17 13:00:42,False,False,"Pennsylvania, USA",412 || @penn_state 2019,cbsnews
2334550520,"""2334550520""",PackerKats,947,539,19418,2014-02-09 04:51:49,False,False,"Florida, USA",#WearADamnMask #VoteThemAllOut2020. Me 2016: I’m not really into politics—Me 2020: Twitter feed is basically politics w/occasional cat & dog photos. #GoPackGo,cbsnews
769922557,"""769922557""",hannahrues,2361,961,7582,2012-08-20 17:39:53,False,False,Kansas City,Healthcare https://t.co/2Zk2zBdklu.Sports.,cbsnews
4895284814,"""4895284814""",NoNameForNow989,804,103,597,2016-02-12 02:40:19,False,False,"Arizona, USA",Introverted Ex-EM/MD. #M4A #Atheist #DogsRule #BernieSanders2020 #Notmeus #VanagonSyncroLove #AnarchyFirst #Doctors4Bernie,cbsnews
14514774,"""14514774""",erikahobbs,962,684,231,2008-04-24 17:27:43,False,False,Chicago,Newsweek senior digital editor. Storyteller. Strategist. Yogini. Catgirl. Retweet≠endorsement. Send tips to e.hobbs@newsweek.com.,cbsnews
19366121,"""19366121""",LaurenBefort,880,131,696,2009-01-22 22:30:45,False,False,"Chicago, IL","Kansas City born and bred, now Chicagoan cheering for Chiefs, Royals, KU, Bulls and others sprinkled in. Dog mother and taco aficionado.",cbsnews
228843756,"""228843756""",SheSoSassii007,1835,429,6672,2010-12-20 20:50:51,False,False,United States,Effortlessly Lovely 💋,cbsnews
794035331758718976,"""794035331758718976""",MainTankMAC,757,186,917,2016-11-03 04:35:50,False,False,"Philadelphia, PA","Graphic Designer specializing in Branding and Merch. Interests in sports, stats, and facts. Fairness and equality for all. -- https://t.co/hMqdiG3vWO",cbsnews
898198038094774273,"""898198038094774273""",fuckaynrand_,4680,271,947,2017-08-17 15:01:14,False,False,"Boston, MA","former Obama field organizer, NYU alum, husband 🏳️‍🌈, cat dad, currently living in Orwell’s 1984 - #Biden2020",cbsnews
1146841937959411722,"""1146841937959411722""",GizmoAnon,923,290,1446,2019-07-04 18:03:20,False,False,United States,Democrats can KISS my adorable ass! 😜,cbsnews
107332899,"""107332899""",xharrmx,642,509,10656,2010-01-22 06:33:38,False,False,United States,contact: charrmz13@gmail.com | IG: xharrmx | Snapchat: isaicharrmz,cbsnews
4498097915,"""4498097915""",zekebolden2,1475,275,347,2015-12-16 02:01:48,False,False,"Greensboro, NC","Relationship Coach, Spiritual Coach and Life Coach, Father, Husband, and Realist.",cbsnews
1254457631357493251,"""1254457631357493251""",Accordion13T,2307,907,29410,2020-04-26 17:09:56,False,False,"New York, SoHo 🗽🗽🗽","We've Got an Appointment with the future. Commander-in-Chief Julius Malema.🔮🔮🔮....................

If you follow me I follow back instantly... 🔙🔙🔙🙋🙋🙋",cbsnews
1241962009543028736,"""1241962009543028736""",GrullonGhandi,5000,679,84,2020-03-23 05:37:05,False,False,"Amarillo, TX",Publicista Cineasta,cbsnews
17182228,"""17182228""",sandycangelosi,959,520,1124,2008-11-05 04:59:38,False,False,"Austin, Texas, USA","Instructional Technology,  Presenter, Curriculum Designer “Count your age by friends, not years. Count your life by smiles, not tears.” - John Lennon",cbsnews
1269431234049961985,"""1269431234049961985""",TruthSeekerQ6,881,897,798,2020-06-07 00:49:47,False,False,United States,"Drain the swamp. Dark to Light. TruthSeeker. Save the Children. MAGA2020, Patriot 🇺🇸🇺🇸",cbsnews
460655708,"""460655708""",SpurrierGroup,369,236,406,2012-01-11 00:16:45,False,False,"Richmond, VA & Washington, DC","Small, woman-owned strategic media agency that places upwards of $60 million in online & offline advertising ea. year for regional, national & global clients",cbsnews
823927587915169792,"""823927587915169792""",ColburnBernard,702,154,1906,2017-01-24 16:16:59,False,False,United States,"🇺🇸Original Bernie Bro. ℠
✊🏽Ally
🔥 Troublemaker
🍑ATL🌲SEA🌴LA
#MedicareForAll
#GreenNewDeal
#BlackLivesMatter",cbsnews
68806916,"""68806916""",2ndSummer,513,636,5842,2009-08-25 21:24:59,False,False,Minnesota,RN/IBCLC -mother. “Even the darkest night will end and the sun will rise” -Les Miserables,cbsnews
1141186350210854914,"""1141186350210854914""",mentallyexposed,705,130,1800,2019-06-19 03:30:02,False,False,"New Jersey, USA",an artistic BPD mental health warrior who never knows when to shut up. Are you mad at me? because I feel like you’re mad at me. go 👀 my art on IG @ SAHAJA,cbsnews
2892725758,"""2892725758""",tehndrc,2774,893,11184,2014-11-25 23:30:37,False,False,"Arizona, USA","PEACE+LOVE+EQUALITY 🏳️‍🌈 #LGBTQIA #BLM Genealogy, Nature, Science, tongue cancer survivor, retired RN, she/her",cbsnews
34837136,"""34837136""",juanjchong,163,129,500,2009-04-24 03:43:56,False,False,"Greensboro, NC",Electrical Engineer. Hobbyist. EagleCAD Junkie. Educator. FIRST Mentor.,cbsnews
30326579,"""30326579""",chewylou,178,105,261,2009-04-10 22:14:03,False,False,Arizona,"Chewylou is a clothing line created to exemplify the good qualities that we could all work to develop or enhance in ourselves. Hope, Dream and Have Faith!",cbsnews
87251593,"""87251593""",She_Rainz,554,270,19062,2009-11-03 18:32:14,False,False,Chicago,Just Jay,cbsnews
365622308,"""365622308""",Scotch1010,503,129,1059,2011-08-31 19:03:43,False,False,Los Angeles,"Just a scottish guy in Los Angeles. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇺🇸 ⚽️ 🎶 🏍 🚁.  General nerd, musician 🎤 , Helicopter Avionics engr, Football daft. LFC 🏆 🏆 🏆 🏆 🏆 🏆",cbsnews
437550696,"""437550696""",Christopher7272,804,120,106,2011-12-15 15:01:57,False,False,"Minneapolis, MN",Proud Dad * Instructional Coach/High School Counselor * Advocate for LGBTQ Youth * Chihuahua Owner * Cat Owner * Coffee Enthusiast * He/Him/His,cbsnews
334247455,"""334247455""",Mineiro_Abroad,159,100,1700,2011-07-12 20:07:49,False,False,Boston,"Brazilian/American, Dad, Christian, Techie, Engineer, Soccer fan, Photographer, Drone pilot and Gamer(Pixelated_Foe).",cbsnews
2154650736,"""2154650736""",bourqupine,911,353,3700,2013-10-25 10:54:17,False,False,"Portland, ME",most of my tweets are replies to @nocatcher,cbsnews
741761825180549120,"""741761825180549120""",naveedmr81,847,458,535,2016-06-11 22:39:35,False,False,United States,Pindi boi 🇵🇰🇦🇪🇺🇸 still learning 📖,cbsnews
740168732677394432,"""740168732677394432""",eefields,184,114,687,2016-06-07 13:09:12,False,False,"Fort Lauderdale, FL",proud snowflake whose goal is to ensure Trump is defeated! Looking to turn FL blue!,cbsnews
194859168,"""194859168""",Bbgalavis,122,116,746,2010-09-25 04:33:18,False,False,"Orlando, Fl.",In Love with the simple things in life,cbsnews
823344409655832576,"""823344409655832576""",Tellem_Loysius,295,319,1163,2017-01-23 01:39:39,False,False,"Columbus, GA",Catch Me In Atlanta🔥| Live Life For The Rest Of Your Life👌🏾 | Complacency🚫 | Investor in this Marathon |,cbsnews
2197112916,"""2197112916""",Zamzug,530,392,4233,2013-11-16 04:50:34,False,False,Washington,,cbsnews
1391339113,"""1391339113""",Jay_Harris225,719,119,249,2013-04-30 06:27:33,False,False,Alabama,From Louisiana (da boot),cbsnews
20518196,"""20518196""",bjttulsa,573,650,630,2009-02-10 15:04:24,False,False,"Tulsa, Oklahoma","Principal & CMO of @WallaceEng, structural and civil consultants. Die-hard Oklahoma State Cowboy fan. All comments are my own.",cbsnews
413100641,"""413100641""",topshotjosh,2251,194,375,2011-11-15 13:48:12,False,False,"Maryland, USA","local 100 sheet metal, kyran Lynn charters, fish whistle offshore",cbsnews
1192548392532135937,"""1192548392532135937""",MarricoSmith1,2023,145,136,2019-11-07 21:04:42,False,False,"Tallahassee, FL",,cbsnews
1261845080555483136,"""1261845080555483136""",Kayla06380553,489,117,679,2020-05-17 02:24:57,False,False,"Colorado, USA",#FuckTrump,cbsnews
60449929,"""60449929""",JaneSenior,913,420,6931,2009-07-27 01:29:39,False,False,"Indianapolis, IN","Executive Director, ACSM Foundation;  Wife, Aunt, Bassett Mom, lover of all sports, gardening, cooking, baking & 🍷",cbsnews
428164675,"""428164675""",mcbee71,598,142,899,2011-12-04 12:26:39,False,False,"Georgia, USA",,cbsnews
1260743261968371714,"""1260743261968371714""",AmySton18383760,570,147,5823,2020-05-14 01:27:58,False,False,"Wisconsin, USA","Just trying to survive.
😥😠😖😳😔🙄😷😜🙂🤔🙃😕
Save our democracy! Vote BidenHarris!
Mom, Grandma, progressive, activist.
Black Lives Matter! (No DMs, please)",cbsnews
291686765,"""291686765""",SC_Rose,435,116,72,2011-05-02 13:12:09,False,False,"Charlotte, NC",Principal and Founder of Charlotte Learning Academy,cbsnews
17164830,"""17164830""",PromoBon,1552,600,5226,2008-11-04 19:14:01,False,False,"Atlanta, GA","Poet. Writer. Bold Brander. Creative Services. Marketing, Technology. Book lover. Writer. Resister. Marcher.",cbsnews
3232104740,"""3232104740""",dzmparis_diana,2018,168,3386,2015-06-01 01:38:50,False,False,"San Francisco, CA 94015","UC: Berkeley, Scholarships, Admissions, Applications, Highly Qualified Resource Specialist, Special Education, Administration, ELL, and Racially correct",cbsnews
